"Método:";"Melhor Solução";
"Solução";"Custo da Solução";"Estados Expandidos";"Estados Visitados";"Tempo de Execução"
"sim";20;78302;21673;0.092367
"Trabalhador";"Estados Expandidos";"Estados Visitados"
"#1";12997;3575
"#2";13079;3627
"#3";13099;3673
"#4";13008;3573
"#5";13052;3613
"#6";13067;3612
