"Método:";"Primeira Solução";
"Solução";"Custo da Solução";"Estados Expandidos";"Estados Visitados";"Tempo de Execução"
"sim";20;1593;984;0.000595
"Trabalhador";"Estados Expandidos";"Estados Visitados"
"#1";270;186
"#2";272;217
"#3";257;121
"#4";258;206
"#5";267;81
"#6";269;173
