"Método:";"Melhor Solução";
"Solução";"Custo da Solução";"Estados Expandidos";"Estados Visitados";"Tempo de Execução"
"sim";20;1101;722;0.000641
"Trabalhador";"Estados Expandidos";"Estados Visitados"
"#1";178;114
"#2";183;134
"#3";177;122
"#4";187;114
"#5";183;119
"#6";193;119
